wc1
3210
7199
11803
11998
15783
18869
19317
19577
29054
29397
31018
33726
35144
35720
45648
45818
45968
46217
46368
47773
49093
49170
49863
49940
51577
52633
54395
55070
55293
56077
56144
56177
56745
56988
57229
57387
58940
59304
60847
61253
61716
61789
62470
62941
63616
64433
64778
64862
65879
66745
66937
67189
67627
68521
68655
70141
70470
71047
72333
72375
73275
73779
73788
75733
77062
77510
77721
79400
79642
79926
80672
80899
81272
81875
82705
82883
83089
84844
85807
86046
86598
86662
86678
87120
87384
87667
87980
88201
88627
88676
88990
90143
90840
92506
92557
92722
95464
100383
100605
100825
101849
102589
104240
106917
108430
110358
117674
117749
117863
117911
126015
126098
137329
138660
139850
149327
153776
157842
158199
159565
159935
161272
163698
170362
184176
