mag,err
15.102,0.097000003
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
15.658,0.111
15.657,0.117
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.94,0.105
nan,nan
nan,nan
15.611,0.131
14.512,0.057
nan,nan
nan,nan
nan,nan
15.459,0.111
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.863,0.037
nan,nan
13.617,0.037
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
