RA,Dec
nan,nan
nan,nan
nan,nan
343.145935,62.812775
nan,nan
342.706056,62.814301
nan,nan
nan,nan
nan,nan
342.150915,62.814175
nan,nan
nan,nan
349.965585,62.61256
nan,nan
nan,nan
nan,nan
349.419049,62.640953
349.373032,62.643219
nan,nan
349.280945,62.647697
nan,nan
349.07287,62.657928
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.011202,62.704105
nan,nan
nan,nan
nan,nan
347.776909,62.713303
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.792988,62.747375
346.758898,62.748306
nan,nan
346.467616,62.756977
nan,nan
346.27301,62.762531
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.466383,62.782135
nan,nan
345.180743,62.788109
345.086759,62.789955
344.984995,62.791786
nan,nan
nan,nan
nan,nan
344.601059,62.798164
344.434845,62.800648
nan,nan
nan,nan
344.208801,62.803631
nan,nan
344.077663,62.805244
nan,nan
nan,nan
343.99536,62.806087
343.938236,62.806747
nan,nan
nan,nan
nan,nan
nan,nan
343.438592,62.811214
343.327526,62.812046
nan,nan
nan,nan
nan,nan
nan,nan
342.614607,62.814644
342.523594,62.815002
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.332381,62.645443
349.310899,62.646564
nan,nan
nan,nan
348.975128,62.66259
nan,nan
nan,nan
348.726404,62.674107
nan,nan
348.532336,62.682602
348.518167,62.683132
348.235357,62.695316
348.170704,62.697834
348.155605,62.698547
nan,nan
347.920157,62.708027
nan,nan
nan,nan
nan,nan
347.536295,62.722309
nan,nan
nan,nan
nan,nan
346.919408,62.743683
346.714789,62.750038
nan,nan
346.484346,62.756702
nan,nan
nan,nan
345.800763,62.774879
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.696406,62.796829
nan,nan
344.104344,62.805145
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.893018,62.814434
nan,nan
342.582839,62.814877
nan,nan
nan,nan
342.223664,62.814899
350.152883,62.602673
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.456202,62.639561
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.594203,62.680248
nan,nan
348.415057,62.688026
nan,nan
348.347781,62.690701
348.291063,62.693207
348.227273,62.695938
348.090397,62.701469
348.068666,62.702255
nan,nan
nan,nan
nan,nan
347.579454,62.721138
347.492766,62.724297
nan,nan
nan,nan
nan,nan
346.730022,62.749737
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.184903,62.788551
345.076596,62.790428
nan,nan
344.949627,62.792759
nan,nan
nan,nan
nan,nan
344.832957,62.794781
344.447551,62.800823
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.532966,62.810925
343.48345,62.811321
343.365935,62.812382
nan,nan
343.251526,62.813015
nan,nan
nan,nan
343.08393,62.814007
342.971089,62.814121
nan,nan
nan,nan
nan,nan
350.111386,62.605213
nan,nan
nan,nan
349.742993,62.625084
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.510802,62.63689
nan,nan
nan,nan
349.292358,62.648014
nan,nan
349.001204,62.661995
348.991713,62.662224
348.872217,62.667919
nan,nan
nan,nan
348.301319,62.692963
348.027163,62.703991
347.889276,62.709549
347.869735,62.710468
347.751827,62.714787
347.641714,62.719112
nan,nan
nan,nan
nan,nan
347.034032,62.74033
nan,nan
nan,nan
nan,nan
346.633614,62.75296
346.584668,62.754269
nan,nan
nan,nan
346.247662,62.763931
nan,nan
nan,nan
346.193339,62.765335
nan,nan
nan,nan
345.770902,62.77602
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.947792,62.793129
nan,nan
344.872625,62.794384
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.247539,62.803955
344.158066,62.804981
nan,nan
nan,nan
343.918631,62.807812
nan,nan
343.797639,62.809032
343.788144,62.809032
343.567076,62.810982
343.525251,62.811298
343.46929,62.811649
343.459586,62.812
343.442765,62.81208
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.445235,62.815601
342.348498,62.815643
nan,nan
nan,nan
350.10719,62.60577
nan,nan
nan,nan
349.764307,62.624157
nan,nan
349.407058,62.642414
nan,nan
349.188537,62.65321
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.095459,62.701756
nan,nan
347.917418,62.708782
nan,nan
347.733917,62.715874
nan,nan
347.67804,62.717896
nan,nan
347.557455,62.722351
347.534813,62.723358
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.000264,62.741787
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.312527,62.762367
346.304807,62.762604
nan,nan
nan,nan
345.821827,62.774906
345.806951,62.775345
nan,nan
nan,nan
nan,nan
nan,nan
345.315451,62.78632
345.312979,62.786324
nan,nan
345.146298,62.789768
345.083061,62.790943
nan,nan
nan,nan
344.772513,62.796337
nan,nan
nan,nan
nan,nan
344.226023,62.804359
nan,nan
nan,nan
nan,nan
nan,nan
343.680055,62.810181
343.518442,62.811577
nan,nan
343.092636,62.814217
nan,nan
342.755548,62.815411
342.629668,62.815712
nan,nan
nan,nan
nan,nan
nan,nan
342.227339,62.815708
nan,nan
nan,nan
nan,nan
nan,nan
349.732278,62.626274
nan,nan
nan,nan
349.570993,62.634464
nan,nan
nan,nan
349.24658,62.650749
nan,nan
349.172489,62.654366
nan,nan
nan,nan
nan,nan
348.659973,62.67791
nan,nan
nan,nan
348.225595,62.696663
nan,nan
348.047098,62.704132
nan,nan
347.835867,62.71225
nan,nan
347.67161,62.718426
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.956425,62.74332
346.92848,62.744316
nan,nan
nan,nan
nan,nan
346.606504,62.754169
346.486494,62.757713
nan,nan
nan,nan
nan,nan
nan,nan
345.643615,62.7794
nan,nan
nan,nan
nan,nan
nan,nan
345.136993,62.790028
nan,nan
nan,nan
nan,nan
344.951703,62.79364
344.823935,62.795803
nan,nan
344.37163,62.802658
344.365681,62.80291
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.413555,62.812641
nan,nan
nan,nan
nan,nan
nan,nan
343.15265,62.814323
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.801307,62.815506
342.785005,62.815598
nan,nan
nan,nan
342.568275,62.816059
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.94718,62.614998
349.870199,62.618904
349.841901,62.620472
nan,nan
nan,nan
nan,nan
349.565867,62.634792
nan,nan
nan,nan
349.216563,62.652397
349.194227,62.653416
348.773794,62.673141
nan,nan
348.375069,62.690598
nan,nan
348.042065,62.704319
348.003022,62.705894
347.892285,62.71056
nan,nan
nan,nan
nan,nan
347.724665,62.716785
nan,nan
nan,nan
347.571342,62.722515
nan,nan
nan,nan
nan,nan
347.23164,62.734543
nan,nan
nan,nan
347.004286,62.7421
nan,nan
nan,nan
nan,nan
346.324295,62.762451
346.190223,62.766155
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.723487,62.777863
nan,nan
nan,nan
345.237832,62.788395
nan,nan
345.05096,62.791965
345.011841,62.792763
344.999677,62.792805
nan,nan
344.905296,62.794464
nan,nan
344.853422,62.795372
nan,nan
344.793123,62.79649
nan,nan
nan,nan
nan,nan
344.362071,62.803185
344.020849,62.807495
nan,nan
nan,nan
nan,nan
343.628392,62.811295
343.591983,62.811523
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.855262,62.815746
nan,nan
342.620846,62.816235
342.552667,62.8162
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
350.132407,62.605015
nan,nan
nan,nan
nan,nan
nan,nan
349.453085,62.640816
nan,nan
nan,nan
348.812476,62.671516
348.393397,62.690098
348.367668,62.69117
nan,nan
nan,nan
nan,nan
nan,nan
347.800196,62.713997
nan,nan
nan,nan
nan,nan
347.364356,62.730022
nan,nan
346.932253,62.744499
nan,nan
346.507028,62.757496
nan,nan
346.302338,62.76321
346.01471,62.770927
345.85586,62.775017
nan,nan
nan,nan
345.606308,62.780758
345.460191,62.784035
nan,nan
345.420212,62.784779
nan,nan
nan,nan
nan,nan
nan,nan
344.846697,62.795822
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.669085,62.79882
344.648556,62.798977
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.936553,62.808624
343.894593,62.808868
nan,nan
343.86034,62.809189
343.633535,62.811481
nan,nan
343.377287,62.813473
nan,nan
nan,nan
343.194992,62.81435
343.190383,62.814465
nan,nan
nan,nan
343.118567,62.814842
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.251414,62.816387
nan,nan
nan,nan
nan,nan
349.80154,62.623222
nan,nan
349.660782,62.630333
349.602721,62.633621
nan,nan
nan,nan
nan,nan
348.749507,62.674644
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.687105,62.718613
nan,nan
nan,nan
nan,nan
nan,nan
346.949497,62.744324
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.219306,62.765625
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.675266,62.779476
nan,nan
345.389087,62.785778
nan,nan
345.337247,62.786835
nan,nan
nan,nan
nan,nan
345.115412,62.791313
nan,nan
nan,nan
344.563495,62.800739
nan,nan
nan,nan
344.376032,62.803486
344.35292,62.803711
nan,nan
nan,nan
344.170043,62.806137
nan,nan
344.102346,62.806751
nan,nan
nan,nan
344.001567,62.808151
343.911839,62.809071
nan,nan
nan,nan
nan,nan
343.579691,62.812016
nan,nan
343.417788,62.813316
nan,nan
343.104936,62.8153
343.087754,62.815197
nan,nan
342.93039,62.815887
nan,nan
342.868347,62.816196
342.835726,62.816257
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.120878,62.657646
349.084151,62.659428
nan,nan
nan,nan
348.707577,62.676785
nan,nan
nan,nan
nan,nan
nan,nan
348.097852,62.702873
348.092159,62.7029
nan,nan
nan,nan
nan,nan
nan,nan
347.504084,62.725605
nan,nan
347.428138,62.728428
347.409658,62.728909
nan,nan
nan,nan
347.338807,62.731392
nan,nan
nan,nan
nan,nan
346.501688,62.758118
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.687345,62.779465
345.584399,62.781635
345.581922,62.781902
nan,nan
nan,nan
nan,nan
345.190524,62.790012
345.185409,62.790031
345.025954,62.793003
nan,nan
nan,nan
344.537516,62.801273
344.500189,62.801754
nan,nan
344.094992,62.807198
344.09002,62.80724
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.442666,62.813316
nan,nan
nan,nan
343.276224,62.814346
343.120671,62.81525
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.626355,62.816799
nan,nan
342.164373,62.816673
nan,nan
349.512323,62.638508
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.021891,62.662472
348.745593,62.675236
nan,nan
nan,nan
348.604395,62.681744
348.532462,62.68483
348.342552,62.69302
nan,nan
nan,nan
nan,nan
nan,nan
347.805404,62.714638
nan,nan
347.145039,62.738293
nan,nan
nan,nan
347.017842,62.742531
346.772077,62.750458
nan,nan
nan,nan
346.166588,62.767628
345.95569,62.773018
nan,nan
345.871101,62.775105
nan,nan
nan,nan
345.060026,62.792854
nan,nan
nan,nan
344.938654,62.794998
nan,nan
344.915199,62.79546
nan,nan
nan,nan
344.731597,62.79845
344.664828,62.799671
344.658798,62.799683
344.512994,62.801937
nan,nan
nan,nan
nan,nan
nan,nan
344.197644,62.806412
344.175253,62.806366
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.498856,62.813305
nan,nan
nan,nan
343.371202,62.814262
343.350342,62.814346
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.480976,62.817326
nan,nan
nan,nan
342.260267,62.817131
350.106736,62.607437
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.05365,62.661381
nan,nan
349.013352,62.663315
nan,nan
nan,nan
348.755081,62.675179
nan,nan
nan,nan
348.462866,62.688034
nan,nan
nan,nan
348.191576,62.699604
nan,nan
348.152939,62.701118
nan,nan
nan,nan
nan,nan
nan,nan
347.966272,62.708576
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.325379,62.732418
347.195264,62.73698
nan,nan
nan,nan
nan,nan
nan,nan
346.291105,62.764614
346.117143,62.769398
nan,nan
345.715772,62.779312
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.308626,62.805073
nan,nan
nan,nan
nan,nan
nan,nan
343.511276,62.813408
nan,nan
343.451009,62.813812
nan,nan
nan,nan
nan,nan
nan,nan
343.1331,62.815685
nan,nan
nan,nan
342.954482,62.816696
342.946207,62.816612
nan,nan
342.700546,62.817455
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.325621,62.817436
nan,nan
nan,nan
nan,nan
350.124993,62.606686
350.071116,62.609604
350.068332,62.609715
350.021269,62.612328
nan,nan
nan,nan
nan,nan
nan,nan
349.686099,62.630123
nan,nan
349.573482,62.636066
349.546753,62.637264
nan,nan
nan,nan
nan,nan
348.720734,62.676987
nan,nan
348.653753,62.679909
348.356867,62.692776
nan,nan
nan,nan
348.224753,62.69825
348.222246,62.698345
nan,nan
nan,nan
nan,nan
347.817171,62.714745
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.820003,62.777042
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.177867,62.791004
nan,nan
nan,nan
nan,nan
344.835282,62.797382
nan,nan
nan,nan
344.728771,62.798958
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.018634,62.808823
343.936344,62.809631
343.932109,62.810005
nan,nan
nan,nan
343.781746,62.811432
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.321285,62.817577
342.308516,62.817616
350.115822,62.60738
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.929244,62.667824
nan,nan
nan,nan
348.798499,62.673695
348.730198,62.676693
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.365041,62.731556
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.654141,62.754646
nan,nan
346.567394,62.757313
nan,nan
346.36478,62.763012
346.313217,62.7645
346.156715,62.768696
346.087538,62.770557
345.787941,62.777973
nan,nan
nan,nan
nan,nan
345.445064,62.785683
nan,nan
nan,nan
nan,nan
345.27309,62.789352
345.175387,62.791225
345.155143,62.791565
nan,nan
344.741811,62.799026
nan,nan
nan,nan
344.490269,62.803013
nan,nan
nan,nan
nan,nan
344.037642,62.808842
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.458878,62.814259
nan,nan
343.105825,62.816475
nan,nan
nan,nan
342.603213,62.817913
342.532907,62.818005
nan,nan
nan,nan
nan,nan
nan,nan
350.098523,62.6087
350.028545,62.612366
349.995815,62.614182
nan,nan
349.874548,62.620758
nan,nan
nan,nan
nan,nan
349.166315,62.65675
349.149635,62.65741
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.586937,62.683514
348.435427,62.689823
nan,nan
nan,nan
nan,nan
348.022773,62.70715
nan,nan
nan,nan
nan,nan
nan,nan
347.401628,62.730469
347.222606,62.736664
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.394482,62.762417
nan,nan
346.279107,62.765751
nan,nan
nan,nan
345.805223,62.777878
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.283994,62.78936
nan,nan
345.168545,62.791592
345.138494,62.791828
nan,nan
nan,nan
344.766653,62.798809
344.685336,62.80011
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.215652,62.806973
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.396571,62.818111
nan,nan
349.952203,62.616753
nan,nan
nan,nan
nan,nan
nan,nan
349.711632,62.629631
nan,nan
nan,nan
nan,nan
349.405644,62.645119
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.051449,62.662575
348.852966,62.671608
nan,nan
348.553509,62.685055
nan,nan
348.098524,62.7043
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.305958,62.733986
nan,nan
nan,nan
347.151343,62.739269
nan,nan
nan,nan
346.904938,62.747353
nan,nan
346.746688,62.752396
346.480411,62.760254
nan,nan
345.107178,62.792984
345.051174,62.794189
nan,nan
nan,nan
nan,nan
344.645901,62.801121
nan,nan
344.49798,62.803326
nan,nan
nan,nan
nan,nan
nan,nan
344.077384,62.808872
nan,nan
nan,nan
343.656622,62.813095
343.650251,62.81308
nan,nan
nan,nan
nan,nan
nan,nan
343.387004,62.815178
343.357894,62.815388
nan,nan
nan,nan
nan,nan
343.261847,62.815922
nan,nan
343.025466,62.817135
nan,nan
nan,nan
nan,nan
nan,nan
342.735716,62.818001
nan,nan
nan,nan
342.667949,62.818336
342.408298,62.818363
nan,nan
350.140473,62.606976
350.109071,62.608494
nan,nan
nan,nan
349.97515,62.615864
nan,nan
nan,nan
349.790303,62.625675
349.772152,62.626614
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.729103,62.677513
nan,nan
348.497597,62.68782
348.491162,62.688038
nan,nan
348.293854,62.696507
nan,nan
348.016208,62.707806
347.825955,62.715118
347.787086,62.716637
347.544814,62.725792
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.07116,62.742332
346.994291,62.744843
nan,nan
nan,nan
nan,nan
nan,nan
346.52541,62.759224
nan,nan
346.238037,62.767128
nan,nan
nan,nan
nan,nan
nan,nan
346.026921,62.772747
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.472203,62.785793
nan,nan
345.304667,62.789581
nan,nan
344.949733,62.796146
nan,nan
nan,nan
344.577632,62.802368
nan,nan
nan,nan
344.404054,62.804752
344.394136,62.805187
nan,nan
nan,nan
nan,nan
nan,nan
344.114573,62.808708
nan,nan
343.839224,62.811714
nan,nan
nan,nan
nan,nan
nan,nan
343.708455,62.81284
343.6251,62.813595
343.243897,62.816345
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.333823,62.818649
nan,nan
nan,nan
342.173364,62.818336
nan,nan
nan,nan
349.614301,62.634995
349.338311,62.649033
nan,nan
nan,nan
nan,nan
348.454456,62.689583
nan,nan
nan,nan
nan,nan
348.310233,62.6959
348.050057,62.706818
nan,nan
347.897031,62.712757
nan,nan
347.567701,62.725063
nan,nan
347.518174,62.726917
nan,nan
nan,nan
347.395915,62.731232
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.133385,62.770397
nan,nan
nan,nan
nan,nan
nan,nan
345.899365,62.776287
345.785543,62.779057
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.145126,62.792862
345.096875,62.793636
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.851255,62.81163
nan,nan
343.643881,62.813641
343.062757,62.817486
nan,nan
nan,nan
342.718257,62.818691
nan,nan
nan,nan
nan,nan
342.328192,62.818771
342.208129,62.818771
350.157836,62.606354
nan,nan
nan,nan
nan,nan
nan,nan
349.72565,62.629814
nan,nan
nan,nan
349.254732,62.653301
349.245645,62.653622
349.233819,62.654465
348.934785,62.668552
nan,nan
348.817407,62.674095
348.712521,62.678753
nan,nan
348.653568,62.68121
nan,nan
nan,nan
348.078503,62.705723
nan,nan
nan,nan
347.751713,62.718651
nan,nan
347.366728,62.732807
nan,nan
nan,nan
nan,nan
347.098791,62.741882
nan,nan
nan,nan
345.994663,62.774078
345.970557,62.774723
nan,nan
nan,nan
nan,nan
345.551577,62.784534
nan,nan
nan,nan
345.235205,62.7911
345.069469,62.794559
nan,nan
nan,nan
nan,nan
344.803552,62.799213
nan,nan
nan,nan
344.553359,62.803055
nan,nan
nan,nan
344.04434,62.809933
343.892515,62.811611
343.88477,62.81179
343.882667,62.811745
343.720661,62.813351
343.698537,62.813454
nan,nan
343.398162,62.8158
nan,nan
343.37349,62.815948
nan,nan
nan,nan
nan,nan
nan,nan
343.036501,62.817837
342.953636,62.818241
342.782554,62.818748
nan,nan
nan,nan
nan,nan
349.928177,62.619133
nan,nan
nan,nan
349.626345,62.634968
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.918485,62.669594
348.90501,62.670238
348.898608,62.67057
nan,nan
nan,nan
nan,nan
nan,nan
347.961172,62.710716
347.819916,62.71619
nan,nan
nan,nan
nan,nan
346.950714,62.746723
346.905815,62.748165
nan,nan
346.084956,62.772091
346.07886,62.772129
345.964273,62.775047
345.80302,62.779091
345.721204,62.781124
345.688614,62.781658
nan,nan
345.449714,62.787045
345.431709,62.787357
345.371762,62.788799
nan,nan
344.838286,62.798775
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.305069,62.816723
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.041049,62.818161
nan,nan
342.98088,62.818264
nan,nan
342.965434,62.81842
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.36773,62.819485
nan,nan
350.064964,62.611843
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.63399,62.682667
348.535342,62.687077
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.596678,62.724827
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.020668,62.7738
nan,nan
345.946286,62.775871
nan,nan
nan,nan
nan,nan
345.538811,62.785412
345.410805,62.788151
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.291108,62.807491
nan,nan
344.099566,62.809895
nan,nan
nan,nan
344.049458,62.810356
nan,nan
nan,nan
nan,nan
nan,nan
343.791033,62.813126
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.101563,62.818043
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.67309,62.81955
342.599522,62.819443
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.211142,62.819553
350.059082,62.612411
nan,nan
nan,nan
nan,nan
349.685289,62.632423
nan,nan
349.54181,62.639656
349.526278,62.640549
349.496331,62.642071
nan,nan
nan,nan
nan,nan
349.156016,62.658752
nan,nan
348.990873,62.666817
348.974303,62.667431
nan,nan
nan,nan
348.346072,62.695415
348.197775,62.701622
348.004828,62.709499
347.898824,62.713436
nan,nan
nan,nan
nan,nan
347.293812,62.735989
nan,nan
347.254599,62.737209
nan,nan
347.159449,62.74041
nan,nan
346.973649,62.746567
nan,nan
nan,nan
346.472356,62.761932
346.424486,62.763386
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.054894,62.795441
344.776078,62.8004
344.654019,62.802425
nan,nan
344.268654,62.807831
nan,nan
nan,nan
343.590878,62.815102
nan,nan
nan,nan
nan,nan
343.298648,62.817238
nan,nan
nan,nan
342.686682,62.819698
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.908066,62.621017
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.308898,62.697128
348.192117,62.702106
348.110415,62.705505
nan,nan
nan,nan
nan,nan
347.843337,62.715939
347.807976,62.717236
nan,nan
nan,nan
nan,nan
347.07419,62.74342
nan,nan
nan,nan
346.911674,62.748699
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.747623,62.781162
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.484502,62.786961
nan,nan
345.34718,62.789795
nan,nan
nan,nan
nan,nan
345.123101,62.794479
nan,nan
344.798594,62.800278
344.787503,62.800465
nan,nan
344.67414,62.802254
nan,nan
344.364698,62.806824
nan,nan
344.218065,62.808914
nan,nan
nan,nan
nan,nan
nan,nan
343.485313,62.816265
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.637085,62.819973
342.628,62.819958
nan,nan
nan,nan
nan,nan
nan,nan
350.135185,62.608891
350.094343,62.610909
350.078907,62.611942
nan,nan
nan,nan
349.746887,62.629566
nan,nan
nan,nan
nan,nan
349.567693,62.638943
349.551154,62.639606
nan,nan
349.19431,62.65752
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.272644,62.698925
nan,nan
nan,nan
347.927357,62.712849
nan,nan
nan,nan
nan,nan
347.567715,62.72649
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.623469,62.757904
346.450494,62.762943
346.347807,62.765923
nan,nan
nan,nan
345.974891,62.775848
nan,nan
345.891715,62.777874
nan,nan
345.768168,62.780773
nan,nan
nan,nan
nan,nan
nan,nan
345.368017,62.789623
nan,nan
345.219516,62.79269
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.213329,62.809193
nan,nan
343.88783,62.812771
343.816232,62.813549
nan,nan
nan,nan
343.540121,62.816071
nan,nan
343.498228,62.816292
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.602112,62.820148
nan,nan
nan,nan
nan,nan
350.10936,62.610424
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.44995,62.644993
nan,nan
nan,nan
349.330343,62.651051
nan,nan
349.143943,62.660076
nan,nan
348.939951,62.6698
nan,nan
nan,nan
nan,nan
348.458258,62.691292
nan,nan
nan,nan
348.275854,62.699066
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.584235,62.726303
347.521074,62.728542
nan,nan
nan,nan
nan,nan
nan,nan
347.23508,62.738667
347.144005,62.741665
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.201707,62.793152
nan,nan
nan,nan
nan,nan
nan,nan
344.794911,62.800846
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.28557,62.808395
nan,nan
nan,nan
nan,nan
343.937991,62.812634
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
