RA,Dec
348.764562,62.249935
nan,nan
nan,nan
nan,nan
nan,nan
348.369827,62.267567
348.338261,62.268818
nan,nan
nan,nan
348.126883,62.277588
347.83253,62.289505
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.063453,62.317352
346.896354,62.3228
nan,nan
346.841406,62.32439
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.468084,62.335773
346.404911,62.337746
nan,nan
nan,nan
nan,nan
345.885851,62.351482
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.239628,62.366108
nan,nan
nan,nan
344.676988,62.376049
nan,nan
344.391571,62.380623
nan,nan
344.028345,62.385269
343.937563,62.386211
343.83079,62.387215
343.719917,62.388371
nan,nan
nan,nan
nan,nan
343.204806,62.392155
nan,nan
342.943764,62.393322
nan,nan
342.827264,62.393692
342.798454,62.393864
342.763243,62.393909
nan,nan
nan,nan
nan,nan
nan,nan
349.93481,62.191704
nan,nan
nan,nan
nan,nan
nan,nan
349.38404,62.220509
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.645416,62.255672
nan,nan
nan,nan
nan,nan
nan,nan
348.430574,62.265003
348.374453,62.267597
348.051531,62.280876
nan,nan
nan,nan
347.936133,62.285545
nan,nan
347.741514,62.293198
347.562896,62.299889
nan,nan
nan,nan
347.462614,62.303532
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.645239,62.330811
346.615966,62.331734
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.010121,62.37067
nan,nan
344.627275,62.377117
nan,nan
344.465786,62.379738
nan,nan
344.433412,62.380127
344.239239,62.382835
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.670935,62.389023
nan,nan
343.490158,62.390408
343.409569,62.391033
nan,nan
nan,nan
nan,nan
343.149614,62.392754
nan,nan
nan,nan
342.790883,62.394058
342.694029,62.39431
nan,nan
nan,nan
342.558875,62.394527
nan,nan
nan,nan
nan,nan
350.087578,62.183521
nan,nan
nan,nan
349.528541,62.213539
349.161212,62.231724
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.525387,62.261288
nan,nan
348.293915,62.271137
348.164707,62.276531
348.082361,62.279999
347.955712,62.285118
nan,nan
347.645045,62.297272
347.559969,62.300228
nan,nan
nan,nan
nan,nan
347.400022,62.305992
nan,nan
nan,nan
nan,nan
346.95449,62.321182
nan,nan
nan,nan
nan,nan
nan,nan
346.452857,62.336605
nan,nan
nan,nan
346.327914,62.340317
nan,nan
nan,nan
345.899104,62.351643
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.632005,62.357948
nan,nan
nan,nan
345.423825,62.362556
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.800916,62.374542
nan,nan
nan,nan
344.53983,62.378914
nan,nan
nan,nan
nan,nan
nan,nan
344.255705,62.382767
344.137946,62.384174
nan,nan
343.473045,62.390724
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.517541,62.394749
342.498136,62.394688
nan,nan
nan,nan
nan,nan
349.861457,62.196068
nan,nan
349.40861,62.219795
349.365738,62.22179
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.058835,62.236923
349.010575,62.239166
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.485575,62.263268
nan,nan
348.310797,62.270786
348.210255,62.274719
nan,nan
348.109523,62.279198
348.097065,62.279575
nan,nan
nan,nan
347.948562,62.285603
nan,nan
nan,nan
nan,nan
nan,nan
346.939055,62.322002
346.912872,62.322968
nan,nan
nan,nan
nan,nan
nan,nan
346.492745,62.335823
346.471727,62.336456
346.321308,62.340633
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.986035,62.349556
nan,nan
345.817741,62.353779
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.83632,62.374229
nan,nan
344.622694,62.377758
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.02083,62.385818
344.003145,62.386074
nan,nan
343.690666,62.389275
343.567434,62.39035
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.896722,62.39418
342.84367,62.394394
nan,nan
342.568232,62.394825
nan,nan
342.488712,62.394966
nan,nan
nan,nan
349.655488,62.207417
nan,nan
nan,nan
348.741852,62.252026
348.33446,62.26992
nan,nan
347.799005,62.291672
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.213152,62.313148
347.183679,62.314049
nan,nan
nan,nan
346.946052,62.321957
nan,nan
nan,nan
nan,nan
nan,nan
345.849139,62.353298
nan,nan
nan,nan
nan,nan
nan,nan
345.201223,62.367638
nan,nan
nan,nan
nan,nan
344.598514,62.378433
344.536337,62.379379
nan,nan
nan,nan
344.431764,62.380821
344.321499,62.382359
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.730444,62.389065
343.527935,62.390793
nan,nan
nan,nan
343.326819,62.392345
nan,nan
343.206656,62.393135
342.999763,62.394093
nan,nan
342.916198,62.394215
342.780883,62.394783
342.727583,62.395126
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.946392,62.192066
349.811904,62.199162
349.671674,62.206779
349.592085,62.210922
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.488643,62.263439
348.473859,62.264057
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.14598,62.315697
nan,nan
nan,nan
346.934934,62.322521
nan,nan
346.590838,62.333424
nan,nan
nan,nan
346.466659,62.337021
nan,nan
346.374184,62.339638
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.22899,62.367344
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.942763,62.387276
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.908304,62.394634
nan,nan
342.807037,62.394909
nan,nan
342.699181,62.395088
nan,nan
342.288086,62.395401
349.850171,62.197395
349.79389,62.200428
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.956592,62.242397
348.795155,62.250137
348.686631,62.254848
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.727057,62.294861
nan,nan
nan,nan
nan,nan
nan,nan
347.296788,62.310638
nan,nan
nan,nan
346.846669,62.325768
nan,nan
nan,nan
346.604059,62.33326
346.496981,62.336468
346.243517,62.343594
346.039373,62.349018
345.983155,62.350368
nan,nan
nan,nan
nan,nan
nan,nan
345.40603,62.363941
nan,nan
nan,nan
345.115186,62.369797
nan,nan
nan,nan
344.972399,62.372467
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.922089,62.38763
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.194681,62.393627
nan,nan
342.983314,62.3946
nan,nan
342.703276,62.395313
nan,nan
342.537309,62.395699
342.404416,62.395786
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.74316,62.203426
349.684446,62.206371
349.617099,62.210098
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.638031,62.257229
348.536412,62.261913
nan,nan
nan,nan
348.301511,62.272091
nan,nan
nan,nan
347.9977,62.284672
nan,nan
nan,nan
347.532903,62.302551
nan,nan
347.491338,62.303844
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.077077,62.318394
nan,nan
nan,nan
nan,nan
346.968644,62.322014
nan,nan
nan,nan
nan,nan
346.853373,62.325813
nan,nan
nan,nan
346.659587,62.33165
nan,nan
nan,nan
nan,nan
346.342552,62.341057
346.125605,62.346962
nan,nan
nan,nan
nan,nan
345.72883,62.356926
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.840204,62.375195
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.064624,62.386292
344.012072,62.387035
nan,nan
nan,nan
nan,nan
nan,nan
343.556357,62.391338
nan,nan
nan,nan
nan,nan
343.129853,62.394234
nan,nan
nan,nan
nan,nan
342.685826,62.395748
nan,nan
342.532765,62.395817
nan,nan
nan,nan
nan,nan
349.799864,62.200607
349.756728,62.202862
nan,nan
nan,nan
349.249302,62.228817
nan,nan
349.183505,62.232101
nan,nan
nan,nan
349.127355,62.234764
349.042762,62.238899
nan,nan
nan,nan
348.949243,62.243408
348.859136,62.247623
nan,nan
348.734609,62.2533
348.716972,62.25415
nan,nan
nan,nan
nan,nan
nan,nan
348.169206,62.277782
348.108736,62.280319
nan,nan
347.99994,62.284737
nan,nan
nan,nan
347.76239,62.294025
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.502258,62.336735
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.669091,62.358479
nan,nan
nan,nan
345.527032,62.361671
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.978765,62.373203
nan,nan
nan,nan
nan,nan
344.394104,62.382298
nan,nan
344.252952,62.384129
nan,nan
344.214161,62.384884
nan,nan
nan,nan
343.733558,62.390141
nan,nan
343.683281,62.390659
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.092334,62.394508
nan,nan
nan,nan
nan,nan
342.736333,62.395737
342.71083,62.395851
342.687919,62.395878
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.626494,62.209938
349.620911,62.210304
nan,nan
349.580634,62.212421
nan,nan
nan,nan
349.265421,62.228439
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.936944,62.287491
347.927668,62.287991
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.694492,62.331169
nan,nan
nan,nan
nan,nan
346.102541,62.347939
nan,nan
nan,nan
345.845521,62.354656
345.820964,62.355236
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.782123,62.376564
nan,nan
344.35403,62.383003
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.315394,62.39365
343.067313,62.394909
nan,nan
nan,nan
nan,nan
342.690083,62.396046
nan,nan
342.629757,62.39642
342.593487,62.396267
342.547943,62.396278
342.51807,62.396446
342.496632,62.396233
nan,nan
nan,nan
nan,nan
nan,nan
342.292616,62.396183
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.642129,62.209431
349.502533,62.21666
nan,nan
nan,nan
349.324776,62.22551
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.641806,62.25798
348.538562,62.26244
nan,nan
nan,nan
nan,nan
347.889948,62.289619
nan,nan
nan,nan
347.571967,62.301704
nan,nan
347.453923,62.305946
347.445871,62.306316
nan,nan
nan,nan
nan,nan
347.203658,62.314781
nan,nan
nan,nan
346.829837,62.32716
346.772062,62.329021
346.685919,62.331741
346.639136,62.333019
nan,nan
nan,nan
nan,nan
346.393959,62.340355
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.482947,62.363144
nan,nan
345.404158,62.364967
nan,nan
nan,nan
345.229306,62.368534
nan,nan
nan,nan
nan,nan
nan,nan
344.867318,62.375362
nan,nan
nan,nan
344.718753,62.377968
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.388557,62.38282
344.182511,62.385761
nan,nan
nan,nan
343.852601,62.389435
343.800764,62.389957
nan,nan
343.762567,62.390152
nan,nan
nan,nan
nan,nan
343.49756,62.392658
343.46072,62.392738
343.299083,62.393898
343.27905,62.394047
nan,nan
343.235057,62.394302
nan,nan
nan,nan
nan,nan
342.665991,62.396515
nan,nan
342.358741,62.396519
nan,nan
nan,nan
nan,nan
nan,nan
349.518269,62.216175
nan,nan
nan,nan
nan,nan
348.987201,62.242249
nan,nan
348.647905,62.257774
348.599745,62.26022
nan,nan
nan,nan
nan,nan
nan,nan
347.901956,62.289272
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.988618,62.322338
346.982722,62.322578
346.926851,62.324253
nan,nan
346.826399,62.327477
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.901872,62.375027
nan,nan
nan,nan
nan,nan
344.669753,62.378693
nan,nan
344.11998,62.386589
344.073919,62.387173
nan,nan
343.995146,62.388069
nan,nan
nan,nan
nan,nan
343.619587,62.391792
nan,nan
343.39414,62.39362
nan,nan
343.261138,62.394348
nan,nan
nan,nan
nan,nan
342.845432,62.396267
nan,nan
nan,nan
nan,nan
342.727313,62.396553
342.700199,62.396572
nan,nan
nan,nan
nan,nan
nan,nan
342.249293,62.396793
350.003709,62.190617
349.912659,62.19553
349.855721,62.198582
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.377729,62.223545
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.9683,62.243484
348.701112,62.255791
nan,nan
348.432648,62.267567
348.104151,62.281395
nan,nan
nan,nan
347.931066,62.28849
347.753526,62.295479
nan,nan
nan,nan
347.403931,62.30835
nan,nan
nan,nan
346.581816,62.335186
nan,nan
nan,nan
nan,nan
nan,nan
346.24612,62.344982
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.171208,62.370323
nan,nan
344.924451,62.374859
nan,nan
344.69632,62.378574
nan,nan
344.575774,62.380653
nan,nan
nan,nan
nan,nan
nan,nan
343.971495,62.388641
nan,nan
nan,nan
343.816107,62.390266
343.686802,62.391384
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.024084,62.395828
nan,nan
nan,nan
342.93484,62.396122
nan,nan
nan,nan
342.610987,62.396931
nan,nan
nan,nan
342.400509,62.397011
342.377548,62.397228
nan,nan
nan,nan
nan,nan
nan,nan
349.941651,62.194103
nan,nan
nan,nan
349.84643,62.199409
nan,nan
349.831033,62.200199
nan,nan
nan,nan
nan,nan
349.485715,62.218281
nan,nan
nan,nan
349.447189,62.220207
nan,nan
349.372335,62.22401
nan,nan
nan,nan
349.160145,62.23457
nan,nan
nan,nan
nan,nan
348.86758,62.248379
nan,nan
348.57937,62.261627
nan,nan
348.426296,62.268066
348.388314,62.269833
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.067043,62.28318
nan,nan
347.868086,62.291214
nan,nan
347.767829,62.295033
nan,nan
nan,nan
nan,nan
nan,nan
347.181637,62.316208
nan,nan
346.968703,62.323341
nan,nan
nan,nan
nan,nan
nan,nan
346.488347,62.338207
nan,nan
nan,nan
nan,nan
nan,nan
345.986099,62.351917
345.891246,62.354336
nan,nan
nan,nan
nan,nan
nan,nan
345.162941,62.370594
345.091747,62.371883
344.858868,62.376289
344.565013,62.381004
344.456843,62.382816
nan,nan
344.189059,62.386303
343.9404,62.389042
343.915244,62.389557
343.824546,62.390453
nan,nan
343.573602,62.392601
nan,nan
nan,nan
nan,nan
343.166321,62.395515
nan,nan
343.043968,62.396194
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.891389,62.197178
349.79466,62.202389
nan,nan
349.595815,62.212845
349.557113,62.214729
nan,nan
nan,nan
nan,nan
nan,nan
349.061486,62.239395
348.884607,62.247925
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.860444,62.291767
nan,nan
nan,nan
nan,nan
347.375988,62.309593
nan,nan
nan,nan
346.788351,62.329521
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.422584,62.340488
nan,nan
346.317192,62.343464
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.583727,62.361862
nan,nan
nan,nan
nan,nan
nan,nan
345.075592,62.372471
nan,nan
nan,nan
nan,nan
344.275584,62.385326
nan,nan
nan,nan
343.8433,62.390507
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.150405,62.395763
343.056797,62.396202
nan,nan
nan,nan
342.850971,62.396984
nan,nan
342.647719,62.397469
nan,nan
nan,nan
nan,nan
350.120681,62.184849
nan,nan
350.032246,62.189732
nan,nan
nan,nan
349.937919,62.194805
nan,nan
349.676368,62.208904
nan,nan
nan,nan
nan,nan
nan,nan
349.124783,62.236717
349.072728,62.239204
nan,nan
nan,nan
348.835216,62.250294
nan,nan
nan,nan
nan,nan
348.668259,62.258076
nan,nan
nan,nan
nan,nan
nan,nan
348.18799,62.278656
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.511522,62.305096
nan,nan
nan,nan
nan,nan
nan,nan
346.887802,62.326706
nan,nan
nan,nan
346.676256,62.333202
nan,nan
346.254846,62.345409
346.159566,62.348099
346.144697,62.348446
346.114444,62.349174
nan,nan
nan,nan
nan,nan
nan,nan
345.186541,62.370602
nan,nan
nan,nan
345.017169,62.37394
nan,nan
nan,nan
nan,nan
344.560309,62.381481
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.291243,62.385513
nan,nan
nan,nan
344.218249,62.386459
nan,nan
344.133147,62.387379
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.965638,62.39669
342.854335,62.397099
nan,nan
nan,nan
342.623865,62.39772
nan,nan
nan,nan
nan,nan
349.810719,62.201992
349.700531,62.207851
nan,nan
349.321911,62.227226
349.310428,62.227722
nan,nan
349.175755,62.234341
nan,nan
nan,nan
nan,nan
348.619909,62.260422
nan,nan
nan,nan
nan,nan
348.212665,62.278008
nan,nan
348.039522,62.28503
347.97736,62.28767
347.965234,62.288044
nan,nan
nan,nan
nan,nan
nan,nan
347.32967,62.311867
nan,nan
nan,nan
347.199926,62.316456
347.173402,62.31728
nan,nan
nan,nan
347.003868,62.322891
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.02999,62.351738
nan,nan
nan,nan
nan,nan
nan,nan
345.623524,62.361641
345.602267,62.362011
345.538741,62.363468
345.480035,62.364712
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.532129,62.382206
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.209859,62.386642
nan,nan
nan,nan
nan,nan
nan,nan
343.792671,62.391468
343.771362,62.39183
nan,nan
343.730087,62.392063
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.03091,62.396744
342.918296,62.397274
342.790786,62.397697
nan,nan
nan,nan
342.461406,62.398033
nan,nan
nan,nan
350.081893,62.187347
nan,nan
349.995559,62.192089
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.781971,62.253197
nan,nan
nan,nan
nan,nan
nan,nan
348.063327,62.284439
nan,nan
nan,nan
347.947732,62.288956
nan,nan
nan,nan
347.72268,62.29771
347.705585,62.298447
347.522867,62.305153
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.35147,62.343407
nan,nan
nan,nan
nan,nan
346.062385,62.351143
nan,nan
nan,nan
345.710031,62.359547
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.003534,62.374638
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.360931,62.384987
nan,nan
nan,nan
nan,nan
343.714256,62.392464
343.697676,62.392658
nan,nan
nan,nan
343.521984,62.394058
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
350.130265,62.184929
nan,nan
349.818242,62.202011
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.484204,62.219448
349.026988,62.242123
nan,nan
nan,nan
nan,nan
nan,nan
348.50731,62.265865
nan,nan
nan,nan
348.361579,62.272205
nan,nan
nan,nan
nan,nan
nan,nan
347.919452,62.290287
347.859055,62.292789
nan,nan
347.558899,62.304192
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.758068,62.331295
nan,nan
nan,nan
nan,nan
346.464052,62.340168
nan,nan
nan,nan
nan,nan
346.111047,62.349957
346.098424,62.350262
nan,nan
345.946521,62.35416
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.875267,62.377003
344.810858,62.378304
nan,nan
344.702966,62.380054
nan,nan
344.512055,62.382996
nan,nan
344.443659,62.383923
nan,nan
344.415102,62.384537
344.167596,62.387714
nan,nan
nan,nan
nan,nan
343.862127,62.391315
343.819703,62.391644
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.413251,62.398441
342.334513,62.39854
nan,nan
nan,nan
350.00561,62.192078
349.923315,62.196712
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.693872,62.257851
348.672758,62.258698
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.664084,62.300488
347.595163,62.302959
347.576199,62.303665
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.423826,62.341721
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.422616,62.366673
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.524758,62.383167
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.725997,62.392765
343.66176,62.393459
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.002882,62.397556
342.923046,62.397972
342.713832,62.398418
nan,nan
nan,nan
342.349897,62.398685
nan,nan
nan,nan
nan,nan
349.882742,62.19907
349.815977,62.202633
nan,nan
nan,nan
349.519976,62.218166
349.510192,62.218605
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.951498,62.246159
nan,nan
nan,nan
348.77177,62.254562
348.746084,62.255508
nan,nan
348.388901,62.271347
nan,nan
nan,nan
nan,nan
nan,nan
348.146259,62.281658
347.750506,62.297398
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.382793,62.31105
347.338064,62.31263
347.215525,62.316925
nan,nan
347.138777,62.319439
nan,nan
347.073482,62.321594
nan,nan
nan,nan
nan,nan
nan,nan
346.730778,62.332703
nan,nan
346.588528,62.337067
nan,nan
nan,nan
346.248532,62.346794
346.240284,62.346958
346.215343,62.347755
346.182315,62.348629
nan,nan
nan,nan
345.764657,62.359291
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.568039,62.394428
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.164844,62.397102
343.129006,62.397221
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.456799,62.399105
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.767637,62.205471
349.584332,62.215004
nan,nan
349.442234,62.222363
349.224702,62.233299
nan,nan
348.981632,62.244827
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
348.497295,62.26696
348.428401,62.269901
nan,nan
nan,nan
nan,nan
348.175691,62.280544
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.385943,62.311066
nan,nan
nan,nan
347.235082,62.316238
347.042764,62.322983
nan,nan
nan,nan
346.877658,62.328354
nan,nan
346.658651,62.335182
346.594194,62.337105
nan,nan
nan,nan
346.403112,62.342705
nan,nan
346.27896,62.346172
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.259642,62.370586
nan,nan
345.15523,62.372597
345.014418,62.375271
344.750115,62.37981
nan,nan
nan,nan
344.45492,62.384621
nan,nan
nan,nan
344.30194,62.386868
344.144927,62.388775
nan,nan
nan,nan
343.730203,62.393341
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.082047,62.397816
nan,nan
nan,nan
342.828399,62.398682
342.594589,62.399055
342.47222,62.3992
nan,nan
350.135301,62.185616
nan,nan
350.090709,62.188248
nan,nan
349.919892,62.197556
nan,nan
nan,nan
nan,nan
nan,nan
348.888827,62.249531
nan,nan
nan,nan
348.613274,62.261978
348.472362,62.268475
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.605709,62.303513
nan,nan
nan,nan
347.306655,62.314156
347.294323,62.314686
nan,nan
347.104574,62.321018
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
346.322265,62.345257
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.189909,62.372162
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.331587,62.386787
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.826032,62.392586
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.900439,62.398624
nan,nan
nan,nan
342.810448,62.399017
nan,nan
nan,nan
342.654323,62.399227
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
350.094757,62.188293
350.0492,62.190598
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
349.446573,62.222622
349.405029,62.224655
349.329997,62.228554
nan,nan
nan,nan
nan,nan
nan,nan
349.097423,62.239929
nan,nan
348.651867,62.260666
348.638861,62.26125
nan,nan
348.397855,62.271751
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
347.880502,62.293037
347.852228,62.294178
347.826347,62.295238
347.768205,62.297401
nan,nan
nan,nan
347.362683,62.312466
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
345.624577,62.362999
nan,nan
nan,nan
345.49382,62.366131
345.468576,62.366814
345.347858,62.369236
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
344.173155,62.388783
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
343.381495,62.396427
nan,nan
343.048077,62.398499
342.975882,62.398609
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
342.393336,62.399788
342.341533,62.399673
350.104492,62.187916
nan,nan
nan,nan
349.322723,62.229107
nan,nan
nan,nan
nan,nan
nan,nan
