angDist,angDist,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,Cl,Vmag,V-I,Jmag,Hmag,Ksmag,[3.6],[4.5],[5.8],[8.0],[24],AKs,Note,M07,2M,Simbad,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.698995,0.161789,343.7835,62.7403889,22 55 08.04,+62 44 25.4,III,15.97,1.8,12.08,11.24,11.02,10.84,10.8,10.75,10.71,,0.03,X-ray,1,2M,Simbad,22550804+6244252,343.783521,62.740345,0.06,0.06,90,12.079,11.236,11.022,0.027,0.026,0.02,AAE,222,0,2450750.5876,343.7839147889465,62.7403488176179,0.001,0.001,90,2207271452481732608,343.78390908088,0.0305,62.74033979138,0.0304,1.1003,0.0350,-0.607,0.060,-2.096,0.056,0,1.50773e+04,3.82233e+01,15.242560,4.91844e+03,1.42532e+02,16.121819,2.02828e+04,5.22827e+02,13.994098,2.127721,,,0,3858.00,,,2.13,0.902
0.870222,0.161789,343.7835,62.7403889,22 55 08.04,+62 44 25.4,III,15.97,1.8,12.08,11.24,11.02,10.84,10.8,10.75,10.71,,0.03,X-ray,1,2M,Simbad,22550804+6244252,343.783521,62.740345,0.06,0.06,90,12.079,11.236,11.022,0.027,0.026,0.02,AAE,222,0,2450750.5876,343.7829838946132,62.7403383716422,0.002,0.001,0,2207271349407759616,343.78297641625,0.0428,62.74032770697,0.0542,1.1067,0.0517,-0.796,0.087,-2.477,0.099,1,9.38473e+03,3.41269e+01,15.757311,,,,,,,,,,0,,,,,
0.411360,0.419856,343.7837917,62.6986944,22 55 08.11,+62 41 55.3,III,21.46,3.52,16.05,14.94,14.63,14.29,14.22,14.2,14.51,,,X-ray,1,2M,Simbad,22550808+6241556,343.783699,62.698803,0.09,0.08,103,16.049,14.935,14.63,0.099,0.087,0.101,AAA,222,0,2450750.5877,343.7840379556286,62.6986771044739,0.002,0.001,90,2207270456049394304,343.78403795563,1.8852,62.69867710447,1.3695,,,,,,,0,8.87599e+01,1.04132e+00,20.817823,,,,,,,,,,0,,,,,
0.479211,0.419856,343.7837917,62.6986944,22 55 08.11,+62 41 55.3,III,21.46,3.52,16.05,14.94,14.63,14.29,14.22,14.2,14.51,,,X-ray,1,2M,Simbad,22550808+6241556,343.783699,62.698803,0.09,0.08,103,16.049,14.935,14.63,0.099,0.087,0.101,AAA,222,0,2450750.5877,343.7835704657146,62.6987805542975,0.019,0.014,90,2207270451755332480,343.78361110488,0.4745,62.69877442534,0.4312,2.1895,0.5469,4.329,1.197,-1.424,0.891,0,2.41341e+02,1.60493e+00,19.731787,5.03112e+01,5.35796e+00,21.097227,4.94155e+02,8.32091e+00,18.027262,3.069965,,,0,,,,,
0.102630,0.11125,343.7847917,62.7270278,22 55 08.35,+62 43 37.3,III,16.43,2.28,12.41,11.56,11.32,11.14,11.16,11.11,11.05,,0.03,,1,2M,Simbad,22550835+6243374,343.784806,62.727058,0.06,0.06,90,12.41,11.564,11.319,0.023,0.023,0.018,AAA,222,0,2450750.5876,343.7847870782139,62.7270562296009,0.001,0.001,90,2207271280688297472,343.78474295614,0.0319,62.72704156213,0.0326,0.2787,0.0396,-4.696,0.070,-3.407,0.062,0,1.26626e+04,5.10698e+00,15.432059,2.88457e+03,1.08252e+01,16.701187,1.53233e+04,2.64926e+01,14.298538,2.402649,,,0,3780.12,2.3130,1.1483,,
0.164293,0.216303,343.7855417,62.5218333,22 55 08.53,+62 31 18.6,III,19.04,3.42,12.94,11.68,11.24,10.94,10.97,10.85,10.84,,0.08,,1,2M,Simbad,22550852+6231188,343.785527,62.521893,0.06,0.06,90,12.937,11.675,11.241,0.024,0.022,0.02,AAA,222,0,2450750.5878,343.7854697789699,62.5218646287233,0.004,0.003,90,2207218332332474112,343.78543748297,0.0910,62.52185934474,0.0952,-0.0735,0.1014,-3.461,0.236,-1.227,0.189,0,2.80229e+03,2.30698e+00,17.069582,3.36213e+02,1.09746e+01,19.034851,4.37151e+03,2.41840e+01,15.660341,3.374510,,,0,,,,,
0.205207,0.310852,343.7869167,62.6088333,22 55 08.86,+62 36 31.8,III,17.5,2.35,13.27,12.43,12.13,11.99,11.82,11.94,11.89,,0.03,,1,2M,Simbad,22550883+6236320,343.786803,62.608902,0.06,0.06,90,13.268,12.426,12.127,0.031,0.031,0.025,AAA,222,0,2450750.5877,343.7868262363522,62.6088722499422,0.002,0.001,90,2207266848282152448,343.78682462474,0.0457,62.60887126017,0.0421,0.4176,0.0520,-0.172,0.120,-0.230,0.086,0,5.13735e+03,3.33479e+00,16.411518,1.12123e+03,9.04257e+00,17.727152,6.35631e+03,1.57714e+01,15.253908,2.473244,,,0,3735.03,2.6957,1.3470,3.64,2.320
0.028325,0.191944,343.788875,62.5851667,22 55 09.33,+62 35 06.6,III,21.88,3.9,15.57,14.54,14.27,13.87,13.78,13.75,13.74,,0.05,,1,2M,Simbad,22550932+6235067,343.788872,62.58522,0.06,0.06,90,15.569,14.544,14.27,0.061,0.058,0.067,AAA,222,0,2450750.5877,343.7888593476253,62.5851698570568,0.014,0.009,90,2207265641394380800,343.78884744857,0.3124,62.58516275150,0.2537,0.6420,0.3336,-1.272,0.901,-1.650,0.605,0,2.77771e+02,1.14483e+00,19.579150,5.90804e+01,8.79050e+00,20.922780,4.57972e+02,7.38140e+00,18.109823,2.812956,,,0,,,,,
0.119830,0.311523,343.7897083,62.4967222,22 55 09.53,+62 29 48.2,III,21.61,3.65,15.78,14.61,14.34,14.1,13.97,14.04,,,0.07,,1,2M,Simbad,22550955+6229484,343.78983,62.496788,0.07,0.07,90,15.785,14.614,14.343,0.084,0.07,0.077,AAA,222,0,2450750.5878,343.7897797975180,62.4967264197375,0.013,0.010,90,2207218053153000064,343.78976044886,0.3066,62.49671696078,0.2789,0.8478,0.3411,-2.075,0.812,-2.197,0.629,0,2.96772e+02,1.47783e+00,19.507309,5.24968e+01,8.15510e+00,21.051056,4.97705e+02,1.00111e+01,18.019490,3.031567,,,0,,,,,
0.106823,0.093948,343.7900417,62.7391667,22 55 09.61,+62 44 21.0,III,17.7,2.39,13.49,12.61,12.4,12.17,12.16,12.07,12.05,,0.03,X-ray,1,2M,Simbad,22550959+6244210,343.789987,62.739174,0.06,0.06,90,13.495,12.606,12.395,0.027,0.025,0.025,AAA,222,0,2450750.5876,343.7899771291719,62.7391690960504,0.002,0.002,90,2207271452486978304,343.78997247064,0.0520,62.73916287277,0.0493,1.0796,0.0594,-0.496,0.121,-1.445,0.099,0,4.29920e+03,1.97182e+01,16.604895,9.58548e+02,2.41540e+01,17.897354,5.46135e+03,7.44696e+01,15.418671,2.478684,,,0,3568.27,,,1.50,0.327
0.097393,0.19543,343.7900833,62.5648056,22 55 09.62,+62 33 53.3,III,20.02,3.25,14.7,13.65,13.34,13.06,13.03,12.93,13.09,,0.05,X-ray,1,2M,Simbad,22550963+6233534,343.790162,62.564846,0.06,0.06,90,14.7,13.652,13.335,0.036,0.037,0.037,AAA,222,0,2450750.5878,343.7901303327305,62.5648217957424,0.005,0.004,90,2207265435233275648,343.79011772821,0.1394,62.56480876363,0.1295,1.1741,0.1666,-1.349,0.299,-3.027,0.247,0,8.90866e+02,1.83875e+00,18.313835,1.28164e+02,1.12563e+01,20.081972,1.34136e+03,8.12957e+00,16.943060,3.138912,,,0,,,,,
0.279103,0.466659,343.7904167,62.652,22 55 09.70,+62 39 07.2,III,15.2,1.7,11.96,11.3,11.02,10.9,10.88,10.82,10.74,,,X-ray,1,2M,Simbad,22550975+6239074,343.790637,62.652081,0.06,0.06,90,11.956,11.296,11.019,0.028,0.031,0.024,EEE,222,0,2450750.5877,343.7902674275867,62.6520361688279,0.001,0.001,90,2207267191879501568,343.79025709177,0.0177,62.65202702813,0.0178,1.1274,0.0212,-1.103,0.039,-2.123,0.036,0,2.86133e+04,2.94636e+01,14.546946,9.29818e+03,6.43468e+01,15.430393,2.99312e+04,1.94151e+02,13.571611,1.858782,,,0,3921.25,2.4500,1.2450,2.71,1.562
0.080570,0.136267,343.791125,62.6286944,22 55 09.87,+62 37 43.3,III,17.83,2.5,13.36,12.43,12.13,11.92,11.94,11.84,11.83,,0.04,,1,2M,Simbad,22550987+6237434,343.791146,62.628731,0.06,0.06,90,13.365,12.434,12.128,0.024,0.026,0.022,AAA,222,0,2450750.5877,343.7910872019309,62.6287085031346,0.002,0.002,90,2207266917001613952,343.79105576069,0.0539,62.62870157985,0.0492,0.0810,0.0609,-3.357,0.135,-1.608,0.099,0,4.14567e+03,3.02943e+00,16.644380,8.62254e+02,1.73677e+01,18.012300,5.46657e+03,2.35346e+01,15.417632,2.594668,,,0,4012.71,2.3330,1.1393,,
1.771220,0.136267,343.791125,62.6286944,22 55 09.87,+62 37 43.3,III,17.83,2.5,13.36,12.43,12.13,11.92,11.94,11.84,11.83,,0.04,,1,2M,Simbad,22550987+6237434,343.791146,62.628731,0.06,0.06,90,13.365,12.434,12.128,0.024,0.026,0.022,AAA,222,0,2450750.5877,343.7918086181202,62.6290729342908,0.012,0.008,90,2207266916996465664,343.79176842943,0.2751,62.62906734596,0.2328,0.5442,0.2952,-4.291,0.792,-1.298,0.543,0,3.23503e+02,1.12558e+00,19.413670,,,,,,,,,,0,,,,,
0.076095,0.061117,343.7924167,62.7425278,22 55 10.18,+62 44 33.1,III,18.13,2.35,14.03,13.22,12.94,12.6,12.56,12.48,12.48,,0.02,X-ray,1,2M,Simbad,22551017+6244330,343.792385,62.742519,0.06,0.06,90,14.035,13.217,12.942,0.024,0.026,0.028,AAA,222,0,2450750.5876,343.7923788140882,62.7425157283177,0.002,0.002,90,2207271452486975360,343.79237223535,0.0581,62.74250732066,0.0548,1.1993,0.0674,-0.700,0.131,-1.953,0.115,0,2.91098e+03,1.89123e+01,17.028269,6.43837e+02,1.84698e+01,18.329449,3.64922e+03,5.98793e+01,15.856419,2.473030,,,0,3626.56,,,1.05,0.172
0.156279,0.218816,343.7935,62.7608333,22 55 10.44,+62 45 39.0,III,17.36,2.65,12.64,11.63,11.31,11.12,11.12,11.05,11.0,,0.05,,1,2M,Simbad,22551046+6245391,343.793585,62.76088,0.06,0.06,90,12.643,11.625,11.309,0.023,0.023,0.02,AAA,222,0,2450750.5876,343.7935551786290,62.7608686080790,0.001,0.001,90,2207271658645387776,343.79352741472,0.0416,62.76086563495,0.0421,0.0536,0.0490,-2.951,0.087,-0.691,0.082,0,6.97575e+03,4.08349e+00,16.079388,1.27236e+03,5.83489e+00,17.589867,9.26946e+03,2.59200e+01,14.844284,2.745583,,,0,3985.04,,,,
0.174578,0.156709,343.7962917,62.6381389,22 55 11.11,+62 38 17.3,III,22.3,4.41,15.14,14.34,14.0,13.5,13.4,13.36,13.49,,0.01,,1,2M,Simbad,22551109+6238171,343.796219,62.638111,0.06,0.06,90,15.135,14.342,13.996,0.054,0.05,0.063,AAA,222,0,2450750.5877,343.7962071679142,62.6381098793039,0.012,0.009,90,2207267118860576000,343.79619246176,0.3169,62.63809464977,0.2626,1.6978,0.3479,-1.570,0.760,-3.537,0.555,0,3.04631e+02,1.03373e+00,19.478931,4.61658e+01,4.85825e+00,21.190588,5.65383e+02,1.03263e+01,17.881063,3.309525,,,0,,,,,
0.136113,0.102697,343.796625,62.6539722,22 55 11.19,+62 39 14.3,III,21.25,3.69,15.37,14.42,13.98,13.7,13.61,13.73,13.66,,0.03,,1,2M,Simbad,22551119+6239142,343.796664,62.65395,0.06,0.06,90,15.37,14.417,13.981,0.057,0.057,0.056,AAA,222,0,2450750.5877,343.7965809900444,62.6539402498042,0.008,0.006,90,2207267226239240192,343.79658188035,0.1904,62.65393252500,0.1712,1.1168,0.2169,0.095,0.488,-1.794,0.371,0,4.38269e+02,1.11398e+00,19.084015,6.56595e+01,8.33559e+00,20.808144,7.32324e+02,8.10854e+00,17.600163,3.207981,,,0,,,,,
0.057904,0.174265,343.797375,62.5836667,22 55 11.37,+62 35 01.2,III,19.95,3.07,14.51,13.45,13.07,12.79,12.75,12.68,12.73,,0.05,,1,2M,Simbad,22551138+6235013,343.797422,62.58371,0.06,0.06,90,14.51,13.446,13.07,0.038,0.033,0.037,AAA,222,0,2450750.5877,343.7973951620109,62.5836798348048,0.005,0.004,90,2207265641391731072,343.79738792422,0.1422,62.58367773065,0.1305,0.0808,0.1599,-0.774,0.303,-0.489,0.256,0,9.12914e+02,1.72498e+00,18.287290,1.42764e+02,9.21568e+00,19.964846,1.35173e+03,1.36157e+01,16.934692,3.030153,,,0,,,,,
0.105908,0.142502,343.7975,62.5958333,22 55 11.40,+62 35 45.0,III,17.93,2.55,13.38,12.45,12.2,11.97,12.0,11.88,11.82,,0.04,,1,2M,Simbad,22551142+6235449,343.797586,62.595833,0.06,0.06,90,13.375,12.45,12.199,0.026,0.027,0.024,AAA,222,0,2450750.5877,343.7975438010714,62.5958118748908,0.002,0.002,90,2207266088068349824,343.79752825742,0.0561,62.59580765625,0.0517,0.3687,0.0639,-1.662,0.155,-0.980,0.111,0,3.91619e+03,3.33043e+00,16.706207,8.16932e+02,1.33495e+01,18.070923,5.39404e+03,5.57676e+01,15.432134,2.638789,,,0,4012.71,,,,
1.837570,0.142502,343.7975,62.5958333,22 55 11.40,+62 35 45.0,III,17.93,2.55,13.38,12.45,12.2,11.97,12.0,11.88,11.82,,0.04,,1,2M,Simbad,22551142+6235449,343.797586,62.595833,0.06,0.06,90,13.375,12.45,12.199,0.026,0.027,0.024,AAA,222,0,2450750.5877,343.7984954679899,62.5956083202067,0.006,0.005,90,2207266092367920768,343.79846057943,0.2005,62.59560237680,0.1603,0.5498,0.2011,-3.730,0.412,-1.380,0.336,0,5.50626e+02,1.97585e+00,18.836224,,,,,,,,,,0,,,,,
0.254058,0.265452,343.8000833,62.6596667,22 55 12.02,+62 39 34.8,III,22.09,4.07,15.52,14.71,14.42,13.97,13.86,13.87,14.04,,0.02,,1,2M,Simbad,22551199+6239350,343.799985,62.659725,0.07,0.06,0,15.52,14.709,14.419,0.064,0.069,0.082,AAA,222,0,2450750.5877,343.7999604774596,62.6597091069677,0.010,0.008,90,2207267226239236224,343.79995037917,0.2825,62.65969831279,0.2562,1.3545,0.3291,-1.077,0.646,-2.507,0.523,0,2.68716e+02,9.42623e-01,19.615131,5.88005e+01,8.47296e+00,20.927935,4.83410e+02,8.62642e+00,18.051132,2.876802,,,0,,,,,
0.158172,0.159669,343.800375,62.7621667,22 55 12.09,+62 45 43.8,III,20.35,3.14,15.19,14.42,14.08,13.84,13.78,13.66,13.77,,0.01,,1,2M,Simbad,22551211+6245438,343.80046,62.762188,0.06,0.06,90,15.192,14.422,14.083,0.053,0.057,0.065,AAA,222,0,2450750.5876,343.8004084503720,62.7622078830206,0.005,0.004,90,2207271654346415872,343.80039206973,0.1400,62.76219578321,0.1360,1.5013,0.1605,-1.741,0.297,-2.810,0.270,0,6.21079e+02,1.13694e+00,18.705498,1.06451e+02,5.46498e+00,20.283514,9.01484e+02,6.10368e+00,17.374525,2.908989,,,0,,,,,
0.160761,0.21772,343.8006667,62.3899167,22 55 12.16,+62 23 23.7,III,20.6,3.43,14.47,13.26,12.79,12.5,12.46,12.34,12.02,,0.07,,1,2M,Simbad,22551218+6223238,343.800764,62.389957,0.06,0.06,0,14.469,13.259,12.789,0.032,0.026,0.026,AAA,222,0,2450750.5879,343.8007395307836,62.3899459377932,0.006,0.005,90,2207213552028183168,343.80071747456,0.1863,62.38992984946,0.1697,0.4697,0.2157,-2.374,0.357,-3.737,0.325,0,6.60417e+02,1.46652e+00,18.638820,9.07239e+01,6.56172e+00,20.457083,1.07104e+03,7.46260e+00,17.187403,3.269680,,,0,,,,,
0.064070,0.050816,343.8007917,62.7489444,22 55 12.19,+62 44 56.2,III,20.26,3.29,14.97,14.09,13.87,13.53,13.46,13.31,13.77,,0.03,,1,2M,Simbad,22551219+6244562,343.800822,62.748947,0.06,0.06,90,14.972,14.088,13.867,0.05,0.053,0.058,AAA,222,0,2450750.5876,343.8008300656623,62.7489472515622,0.004,0.004,90,2207271448187924992,343.80082323876,0.1322,62.74893734675,0.1281,0.9936,0.1530,-0.726,0.286,-2.300,0.255,0,6.98686e+02,1.20431e+00,18.577662,9.60566e+01,6.84175e+00,20.395071,1.07086e+03,6.35534e+00,17.187590,3.207481,,,0,,,,,
0.123529,0.098461,343.8045417,62.4066667,22 55 13.09,+62 24 24.0,III,21.23,3.58,14.88,13.67,13.21,12.92,12.89,12.81,13.08,,0.07,,1,2M,Simbad,22551307+6224240,343.804487,62.406677,0.06,0.06,0,14.878,13.669,13.208,0.048,0.034,0.035,AAA,222,0,2450750.5879,343.8044687169808,62.4066725853383,0.009,0.007,90,2207213620747232768,343.80443487287,0.2941,62.40666255507,0.2511,0.1782,0.3306,-3.641,0.610,-2.330,0.480,0,4.04588e+02,1.13818e+00,19.170834,6.39005e+01,8.18943e+00,20.837627,6.79960e+02,9.28749e+00,17.680712,3.156916,,,0,,,,,
0.078280,0.13018,343.8047083,62.5559444,22 55 13.13,+62 33 21.4,III,17.58,2.85,12.57,11.61,11.28,11.07,11.07,10.95,10.94,,0.04,,1,2M,Simbad,22551314+6233214,343.804781,62.555958,0.06,0.06,90,12.57,11.615,11.281,0.023,0.022,0.02,AAA,222,0,2450750.5878,343.8047384988667,62.5559276936550,0.002,0.001,90,2207265366513788416,343.80470979242,0.0475,62.55591966802,0.0453,0.1263,0.0566,-3.073,0.100,-1.864,0.084,1,6.73537e+03,4.94022e+00,16.117462,1.07618e+03,1.09882e+01,17.771679,9.27286e+03,2.22962e+01,14.843885,2.927794,,,0,4651.68,2.5693,1.2997,,
0.123376,0.015788,343.8057083,62.4183889,22 55 13.37,+62 25 06.2,III,18.66,2.67,13.95,13.1,12.78,12.56,12.52,12.53,12.55,,0.03,,1,2M,Simbad,22551337+6225062,343.805715,62.418392,0.06,0.06,0,13.946,13.097,12.781,0.028,0.026,0.027,AAA,222,0,2450750.5879,343.8056934439742,62.4183553263319,0.003,0.002,90,2207213826905054208,343.80563936647,0.0858,62.41834432842,0.0830,0.6530,0.1010,-5.815,0.174,-2.554,0.153,0,2.11658e+03,2.32436e+00,17.374277,4.03782e+02,7.37944e+00,18.836021,2.89411e+03,1.41952e+01,16.108131,2.727890,,,0,,,,,
0.125566,0.157206,343.8115,62.6596667,22 55 14.76,+62 39 34.8,III,18.07,2.62,13.39,12.37,12.08,11.82,11.83,11.81,11.76,,0.05,,1,2M,Simbad,22551474+6239348,343.811421,62.659691,0.06,0.06,90,13.387,12.372,12.077,0.021,0.023,0.02,AAA,222,0,2450750.5877,343.8114268008550,62.6596759937354,0.002,0.002,90,2207267226239239296,343.81141198612,0.0549,62.65967266165,0.0530,0.2356,0.0651,-1.580,0.135,-0.774,0.107,0,3.67299e+03,2.73039e+00,16.775818,6.68916e+02,8.54011e+00,18.287958,4.89213e+03,1.51408e+01,15.538175,2.749784,,,0,3970.53,,,,
0.129677,0.098342,343.8115417,62.9375278,22 55 14.77,+62 56 15.1,III,16.33,2.25,12.21,11.38,11.09,10.91,10.94,10.87,10.81,,0.02,,1,2M,Simbad,22551475+6256151,343.811486,62.937538,0.06,0.06,90,12.21,11.382,11.086,0.022,0.02,0.02,AAA,222,0,2450750.5875,343.8114732736231,62.9375459212167,0.001,0.001,90,2207289697507868288,343.81144748158,0.0298,62.93754153005,0.0263,0.1318,0.0317,-2.725,0.056,-1.020,0.052,0,1.42341e+04,6.70884e+00,15.305040,3.18229e+03,1.18174e+01,16.594540,1.74002e+04,2.62302e+01,14.160534,2.434006,,,0,3385.67,1.9860,1.0015,,
0.284053,0.202175,343.8122083,62.7593333,22 55 14.93,+62 45 33.6,III,19.4,3.02,14.06,13.22,12.93,12.62,12.55,12.46,12.45,,0.03,X-ray,1,2M,Simbad,22551494+6245334,343.812253,62.759281,0.06,0.06,90,14.057,13.219,12.933,0.039,0.036,0.034,AAA,222,0,2450750.5876,343.8120525974854,62.7593671588339,0.003,0.003,90,2207271692999887744,343.81204110799,0.0862,62.75935283617,0.0856,1.1931,0.1014,-1.221,0.188,-3.327,0.172,0,1.34366e+03,3.17593e+00,17.867643,2.89467e+02,1.43532e+01,19.197392,2.20670e+03,3.54873e+01,16.402561,2.794830,,,0,,,,,
0.948941,0.202175,343.8122083,62.7593333,22 55 14.93,+62 45 33.6,III,19.4,3.02,14.06,13.22,12.93,12.62,12.55,12.46,12.45,,0.03,X-ray,1,2M,Simbad,22551494+6245334,343.812253,62.759281,0.06,0.06,90,14.057,13.219,12.933,0.039,0.036,0.034,AAA,222,0,2450750.5876,343.8126434433175,62.7591606435932,0.027,0.024,90,2207271693005133568,343.81269080079,0.5531,62.75916027385,0.5910,5.5508,0.6253,5.035,1.773,-0.086,1.524,0,3.07896e+02,3.32443e+00,19.467356,,,,,,,,,,0,,,,,
0.131191,0.047865,343.8123333,62.5439722,22 55 14.96,+62 32 38.3,III,16.48,2.05,12.96,12.44,12.17,12.02,11.97,11.91,11.9,,,,1,2M,Simbad,22551496+6232382,343.812356,62.543964,0.06,0.06,90,12.961,12.439,12.171,0.024,0.025,0.022,AAA,222,0,2450750.5878,343.8123079393667,62.5439376849096,0.001,0.001,90,2207218435410848128,343.81230047205,0.0302,62.54392809678,0.0305,0.8107,0.0356,-0.800,0.062,-2.227,0.056,0,1.05442e+04,5.30859e+00,15.630835,2.79872e+03,8.79861e+00,16.733990,1.19795e+04,1.62786e+01,14.565820,2.168170,,,0,3570.25,,,3.12,1.422
0.203138,0.284187,343.812875,62.8553889,22 55 15.09,+62 51 19.4,III,17.88,2.43,13.87,13.05,12.89,12.65,12.61,12.54,12.46,,0.03,,1,2M,Simbad,22551510+6251196,343.812921,62.855465,0.06,0.06,90,13.869,13.049,12.893,0.028,0.028,0.032,AAA,222,0,2450750.5876,343.8129275805601,62.8554399739907,0.002,0.002,90,2207286089735411840,343.81300739896,0.0596,62.85544197123,0.0593,2.1657,0.0701,8.458,0.139,0.464,0.123,0,3.82622e+03,3.54630e+00,16.731441,7.93138e+02,6.19072e+00,18.103016,4.79852e+03,1.18827e+01,15.559152,2.543864,,,0,3774.00,,,0.59,0.063
0.131150,0.280112,343.8129167,62.5015556,22 55 15.10,+62 30 05.6,III,21.07,3.44,15.08,13.97,13.56,13.25,13.2,13.12,13.4,,0.06,,1,2M,Simbad,22551513+6230057,343.813058,62.501598,0.06,0.06,90,15.082,13.974,13.562,0.046,0.039,0.043,AAA,222,0,2450750.5878,343.8129949209612,62.5015603736549,0.010,0.007,90,2207218087512748288,343.81299029473,0.2487,62.50155733444,0.2096,0.3842,0.2671,-0.496,0.647,-0.706,0.457,0,4.24891e+02,1.18338e+00,19.117674,9.00399e+01,7.57051e+00,20.465302,6.88952e+02,9.66709e+00,17.666449,2.798853,,,0,,,,,
0.166622,0.065383,343.8139167,62.4168333,22 55 15.34,+62 25 00.6,III,20.4,3.66,13.87,12.64,12.15,11.81,11.84,11.77,11.67,,0.07,,1,2M,Simbad,22551534+6225005,343.813934,62.416817,0.06,0.06,0,13.871,12.637,12.146,0.026,0.024,0.022,AAA,222,0,2450750.5879,343.8139097834767,62.4167871270034,0.004,0.004,90,2207213826905052928,343.81388372392,0.1359,62.41678127568,0.1227,0.0441,0.1567,-2.803,0.276,-1.359,0.231,0,9.47288e+02,1.43651e+00,18.247160,9.72523e+01,8.80426e+00,20.381638,1.56680e+03,8.34298e+00,16.774390,3.607248,,,0,,,,,
0.166583,0.113507,343.8145417,62.6153611,22 55 15.49,+62 36 55.3,III,20.08,3.09,14.98,13.94,13.73,13.47,13.47,13.39,13.31,,0.05,X-ray,1,2M,Simbad,22551550+6236552,343.814605,62.615349,0.06,0.06,90,14.978,13.936,13.73,0.045,0.041,0.053,AAA,222,0,2450750.5877,343.8146026116555,62.6153242728003,0.005,0.004,90,2207266843982629248,343.81459074862,0.1645,62.61530905669,0.1517,1.1365,0.1913,-1.267,0.335,-3.534,0.277,0,6.92987e+02,1.63760e+00,18.586554,1.10361e+02,8.00186e+00,20.244345,1.04207e+03,1.18283e+01,17.217182,3.027163,,,0,,,,,
0.068094,0.107156,343.8149167,62.7406389,22 55 15.58,+62 44 26.3,III,16.04,2.2,12.14,11.26,11.03,10.86,10.88,10.8,10.79,,0.03,,1,2M,Simbad,22551559+6244263,343.814977,62.74065,0.06,0.06,90,12.143,11.261,11.031,0.021,0.023,0.018,AAA,222,0,2450750.5876,343.8149553096361,62.7406456122324,0.001,0.001,90,2207271383767509248,343.81491731196,0.0277,62.74063793752,0.0269,0.2385,0.0325,-4.042,0.061,-1.783,0.054,0,1.72344e+04,6.62200e+00,15.097375,4.13712e+03,1.25844e+01,16.309645,2.04147e+04,2.96552e+01,13.987062,2.322582,,,0,4247.08,1.9940,0.9855,,
0.135522,0.029408,343.8152917,62.5906111,22 55 15.67,+62 35 26.2,III,17.09,2.13,13.4,12.67,12.43,12.25,12.23,12.2,12.17,,0.01,X-ray,1,2M,Simbad,22551567+6235261,343.815294,62.590603,0.06,0.06,90,13.402,12.674,12.432,0.023,0.025,0.021,AAA,222,0,2450750.5877,343.8152646756539,62.5905755699111,0.001,0.001,90,2207266023648452096,343.81525763266,0.0428,62.59056673694,0.0441,1.1096,0.0501,-0.753,0.089,-2.052,0.079,0,6.96401e+03,9.00241e+00,16.081217,1.74457e+03,1.12419e+01,17.247168,8.05353e+03,2.37947e+01,14.996955,2.250213,,,0,3546.00,2.6202,1.3353,1.89,0.511
0.179720,0.147498,343.8154583,62.6693889,22 55 15.71,+62 40 09.8,III,16.93,2.23,12.9,12.09,11.8,11.62,11.66,11.6,11.52,,0.02,,1,2M,Simbad,22551573+6240097,343.815543,62.669376,0.06,0.06,90,12.899,12.089,11.804,0.024,0.025,0.021,AAA,222,0,2450750.5877,343.8155398108784,62.6693558590350,0.001,0.001,90,2207267226239232128,343.81551389720,0.0373,62.66935152330,0.0369,0.1419,0.0438,-2.763,0.087,-1.007,0.073,0,7.92088e+03,4.41668e+00,15.941432,1.87226e+03,1.28686e+01,17.170471,9.61903e+03,2.37561e+01,14.804091,2.366380,,,0,3565.14,,,,
1.751307,0.147498,343.8154583,62.6693889,22 55 15.71,+62 40 09.8,III,16.93,2.23,12.9,12.09,11.8,11.62,11.66,11.6,11.52,,0.02,,1,2M,Simbad,22551573+6240097,343.815543,62.669376,0.06,0.06,90,12.899,12.089,11.804,0.024,0.025,0.021,AAA,222,0,2450750.5877,343.8146079451455,62.6696791276852,0.028,0.021,90,2207267226234054144,343.81460338773,0.5873,62.66967416083,0.5413,-1.2098,0.6553,-0.486,1.806,-1.154,1.328,0,2.14102e+02,1.65203e+00,19.861814,,,,,,,,,,0,,,,,
